rank,name,symbol,price
1,Bitcoin,BTC,119524
2,Ethereum,ETH,4603.94
3,XRP,XRP,3.12
4,Tether,USDT,1.0
5,BNB,BNB,842.91
6,Solana,SOL,196.54
7,USDC,USDC,0.999815
8,Lido Staked Ether,STETH,4599.93
9,Dogecoin,DOGE,0.227452
10,TRON,TRX,0.36142
11,Cardano,ADA,0.932446
12,Wrapped stETH,WSTETH,5550.89
13,Chainlink,LINK,22.58
14,Wrapped Bitcoin,WBTC,119349
15,Hyperliquid,HYPE,45.44
16,Wrapped Beacon ETH,WBETH,4954.95
17,Sui,SUI,3.8
18,Stellar,XLM,0.426566
19,Wrapped eETH,WEETH,4922.44
20,Bitcoin Cash,BCH,593.96
21,Ethena USDe,USDE,1.0
22,Hedera,HBAR,0.253278
23,WETH,WETH,4595.15
24,Avalanche,AVAX,24.02
25,Litecoin,LTC,124.04
26,Toncoin,TON,3.4
27,LEO Token,LEO,9.27
28,Shiba Inu,SHIB,1.308e-05
29,USDS,USDS,0.999811
30,Binance Bridged USDT (BNB Smart Chain),BSC-USD,1.003
31,Coinbase Wrapped BTC,CBBTC,119294
32,Uniswap,UNI,11.06
33,WhiteBIT Coin,WBT,45.86
34,Polkadot,DOT,4.05
35,OKB,OKB,100.1
36,Ethena Staked USDe,SUSDE,1.19
37,Bitget Token,BGB,4.63
38,Cronos,CRO,0.154182
39,Aave,AAVE,313.69
40,Pepe,PEPE,1.131e-05
41,Ethena,ENA,0.714957
42,Monero,XMR,249.41
43,Dai,DAI,0.999882
44,Mantle,MNT,1.1
45,Bittensor,TAO,369.17
46,NEAR Protocol,NEAR,2.82
47,Ethereum Classic,ETC,22.58
48,Aptos,APT,4.79
49,Ondo,ONDO,1.016
50,Internet Computer,ICP,5.66
51,Jito Staked SOL,JITOSOL,240.41
52,Pi Network,PI,0.382798
53,Binance-Peg WETH,WETH,4604.88
54,Arbitrum,ARB,0.516389
55,Kaspa,KAS,0.092978
56,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0
57,Algorand,ALGO,0.260011
58,USD1,USD1,1.001
59,POL (ex-MATIC),POL,0.241448
60,VeChain,VET,0.02523226
61,Rocket Pool ETH,RETH,5224.2
62,Pudgy Penguins,PENGU,0.03380924
63,Cosmos Hub,ATOM,4.58
64,Gate,GT,17.52
65,Binance Staked SOL,BNSOL,209.77
66,Kelp DAO Restaked ETH,RSETH,4828.13
67,Render,RENDER,3.88
68,sUSDS,SUSDS,1.063
69,Fasttoken,FTN,4.58
70,Sei,SEI,0.33905
71,Worldcoin,WLD,1.027
72,Bonk,BONK,2.477e-05
73,Artificial Superintelligence Alliance,FET,0.71014
74,Jupiter Perpetuals Liquidity Provider Token,JLP,5.35
75,Official Trump,TRUMP,9.09
76,Filecoin,FIL,2.56
77,StakeWise Staked ETH,OSETH,4832.74
78,Story,IP,5.69
79,USDT0,USDT0,0.999268
80,Liquid Staked ETH,LSETH,5005.11
81,Sky,SKY,0.078926
82,Lombard Staked BTC,LBTC,119266
83,KuCoin,KCS,13.12
84,Mantle Staked Ether,METH,4926.04
85,Flare,FLR,0.02301182
86,Quant,QNT,111.79
87,Jupiter,JUP,0.515241
88,Injective,INJ,15.41
89,USDtb,USDTB,0.999595
90,XDC Network,XDC,0.087722
91,SPX6900,SPX,1.53
92,Renzo Restaked ETH,EZETH,4849.9
93,Optimism,OP,0.780034
94,Celestia,TIA,1.82
95,NEXO,NEXO,1.36
96,Falcon USD,USDF,1.0
97,Curve DAO,CRV,0.951432
98,Stacks,STX,0.727961
99,Pump.fun,PUMP,0.00365521
100,Lido DAO,LDO,1.4
