rank,name,symbol,price
1,Bitcoin,BTC,118781
2,Ethereum,ETH,4644.32
3,XRP,XRP,3.12
4,Tether,USDT,1.001
5,BNB,BNB,846.34
6,Solana,SOL,194.58
7,USDC,USDC,0.999818
8,Lido Staked Ether,STETH,4634.93
9,Dogecoin,DOGE,0.23028
10,Cardano,ADA,0.943346
11,TRON,TRX,0.358977
12,Wrapped stETH,WSTETH,5605.09
13,Hyperliquid,HYPE,48.23
14,Chainlink,LINK,22.44
15,Wrapped Bitcoin,WBTC,118950
16,Wrapped Beacon ETH,WBETH,4977.08
17,Sui,SUI,3.86
18,Stellar,XLM,0.430162
19,Wrapped eETH,WEETH,4978.77
20,Bitcoin Cash,BCH,595.29
21,Ethena USDe,USDE,1.001
22,Hedera,HBAR,0.254077
23,WETH,WETH,4646.58
24,Avalanche,AVAX,24.52
25,Litecoin,LTC,121.45
26,Toncoin,TON,3.5
27,LEO Token,LEO,9.7
28,Shiba Inu,SHIB,1.3e-05
29,USDS,USDS,0.999757
30,Binance Bridged USDT (BNB Smart Chain),BSC-USD,1.0
31,Uniswap,UNI,11.01
32,WhiteBIT Coin,WBT,45.79
33,Coinbase Wrapped BTC,CBBTC,118754
34,Polkadot,DOT,4.0
35,Ethena Staked USDe,SUSDE,1.19
36,Bitget Token,BGB,4.67
37,Cronos,CRO,0.155316
38,Ethena,ENA,0.731243
39,Aave,AAVE,311.1
40,Pepe,PEPE,1.119e-05
41,Monero,XMR,239.8
42,Dai,DAI,0.999787
43,Mantle,MNT,1.19
44,Bittensor,TAO,380.79
45,NEAR Protocol,NEAR,2.78
46,Ethereum Classic,ETC,22.45
47,Aptos,APT,4.78
48,Ondo,ONDO,1.014
49,Pi Network,PI,0.383966
50,Internet Computer,ICP,5.51
51,Jito Staked SOL,JITOSOL,237.29
52,Binance-Peg WETH,WETH,4643.29
53,Arbitrum,ARB,0.515277
54,Kaspa,KAS,0.092687
55,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0
56,Algorand,ALGO,0.259077
57,USD1,USD1,0.999516
58,POL (ex-MATIC),POL,0.240205
59,Rocket Pool ETH,RETH,5267.7
60,VeChain,VET,0.02485951
61,Pudgy Penguins,PENGU,0.03368231
62,Gate,GT,17.47
63,Cosmos Hub,ATOM,4.51
64,Kelp DAO Restaked ETH,RSETH,4869.5
65,Sei,SEI,0.337305
66,Render,RENDER,3.89
67,Binance Staked SOL,BNSOL,207.58
68,OKB,OKB,94.17
69,Fasttoken,FTN,4.57
70,sUSDS,SUSDS,1.063
71,Worldcoin,WLD,1.01
72,Bonk,BONK,2.437e-05
73,Artificial Superintelligence Alliance,FET,0.711721
74,Official Trump,TRUMP,9.21
75,Jupiter Perpetuals Liquidity Provider Token,JLP,5.34
76,StakeWise Staked ETH,OSETH,4882.76
77,Filecoin,FIL,2.52
78,Story,IP,5.65
79,Liquid Staked ETH,LSETH,5032.24
80,Mantle Staked Ether,METH,4975.77
81,KuCoin,KCS,13.09
82,Flare,FLR,0.02309564
83,Sky,SKY,0.077435
84,Lombard Staked BTC,LBTC,118736
85,USDT0,USDT0,1.001
86,Quant,QNT,110.57
87,Jupiter,JUP,0.519004
88,Injective,INJ,15.03
89,USDtb,USDTB,1.0
90,SPX6900,SPX,1.56
91,Provenance Blockchain,HASH,0.0298573
92,XDC Network,XDC,0.087132
93,Renzo Restaked ETH,EZETH,4893.1
94,NEXO,NEXO,1.37
95,Kinetiq Staked HYPE,KHYPE,48.31
96,Celestia,TIA,1.8
97,Falcon USD,USDF,0.999691
98,Pump.fun,PUMP,0.00377706
99,Optimism,OP,0.756584
100,Stacks,STX,0.72075
