rank,name,symbol,price
1,Bitcoin,BTC,86711
2,Ethereum,ETH,2869.84
3,Tether,USDT,0.999945
4,XRP,XRP,2.19
5,BNB,BNB,847.54
6,Solana,SOL,135.13
7,USDC,USDC,0.999695
8,TRON,TRX,0.272279
9,Lido Staked Ether,STETH,2867.28
10,Dogecoin,DOGE,0.147712
11,Cardano,ADA,0.413935
12,Figure Heloc,FIGR_HELOC,1.036
13,WhiteBIT Coin,WBT,56.98
14,Wrapped stETH,WSTETH,3501.71
15,Wrapped Bitcoin,WBTC,86619
16,Bitcoin Cash,BCH,519.51
17,Wrapped Beacon ETH,WBETH,3107.8
18,USDS,USDS,0.999687
19,Binance Bridged USDT (BNB Smart Chain),BSC-USD,0.999845
20,Hyperliquid,HYPE,32.68
21,LEO Token,LEO,9.6
22,Chainlink,LINK,12.68
23,Zcash,ZEC,501.38
24,Stellar,XLM,0.247218
25,WETH,WETH,2867.54
26,Wrapped eETH,WEETH,3104.18
27,Ethena USDe,USDE,0.998901
28,Monero,XMR,385.6
29,Coinbase Wrapped BTC,CBBTC,86816
30,Litecoin,LTC,83.62
31,Hedera,HBAR,0.142836
32,Avalanche,AVAX,13.83
33,Sui,SUI,1.5
34,Shiba Inu,SHIB,8.13e-06
35,Dai,DAI,0.99989
36,World Liberty Financial,WLFI,0.15795
37,Ethena Staked USDe,SUSDE,1.21
38,Cronos,CRO,0.108564
39,USDT0,USDT0,0.999977
40,Uniswap,UNI,6.13
41,sUSDS,SUSDS,1.079
42,Toncoin,TON,1.51
43,PayPal USD,PYUSD,0.999226
44,Polkadot,DOT,2.25
45,Mantle,MNT,0.980769
46,MemeCore,M,1.86
47,Canton,CC,0.089606
48,Bittensor,TAO,290.34
49,Aave,AAVE,177.41
50,USD1,USD1,0.998887
51,Bitget Token,BGB,3.56
52,NEAR Protocol,NEAR,1.84
53,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0
54,Aster,ASTER,1.14
55,OKB,OKB,104.52
56,Falcon USD,USDF,0.997805
57,Internet Computer,ICP,4.03
58,Tether Gold,XAUT,4104.33
59,Ethereum Classic,ETC,13.85
60,Pi Network,PI,0.235801
61,Ethena,ENA,0.262532
62,Jito Staked SOL,JITOSOL,168.02
63,Pepe,PEPE,4.41e-06
64,Jupiter Perpetuals Liquidity Provider Token,JLP,4.61
65,Rain,RAIN,0.00768334
66,Binance-Peg WETH,WETH,2868.19
67,Wrapped SOL,SOL,135.14
68,Aptos,APT,2.25
69,Pump.fun,PUMP,0.0027005
70,HTX DAO,HTX,1.72e-06
71,Ondo,ONDO,0.490874
72,KuCoin,KCS,11.47
73,Worldcoin,WLD,0.621511
74,POL (ex-MATIC),POL,0.134154
75,Kaspa,KAS,0.05192
76,PAX Gold,PAXG,4121.12
77,USDtb,USDTB,0.999973
78,syrupUSDC,SYRUPUSDC,1.14
79,BFUSD,BFUSD,0.999686
80,Binance Bridged USDC (BNB Smart Chain),USDC,0.999639
81,Provenance Blockchain,HASH,0.02473791
82,Algorand,ALGO,0.142117
83,Official Trump,TRUMP,6.2
84,Ripple USD,RLUSD,0.999986
85,Rocket Pool ETH,RETH,3294.43
86,Global Dollar,USDG,0.999666
87,Arbitrum,ARB,0.212621
88,Cosmos Hub,ATOM,2.48
89,Circle USYC,USYC,1.11
90,Gate,GT,10.03
91,Quant,QNT,80.81
92,Wrapped BNB,WBNB,847.08
93,Binance Staked SOL,BNSOL,146.48
94,Filecoin,FIL,1.6
95,VeChain,VET,0.01330551
96,Flare,FLR,0.01362692
97,Kelp DAO Restaked ETH,RSETH,3035.12
98,Function FBTC,FBTC,86541
99,XDC Network,XDC,0.054758
100,Kinetiq Staked HYPE,KHYPE,32.97
