rank,name,symbol,price
1,Bitcoin,BTC,69479
2,Ethereum,ETH,2040.06
3,Tether,USDT,0.999132
4,XRP,XRP,1.4
5,BNB,BNB,624.66
6,USDC,USDC,0.999719
7,Solana,SOL,84.13
8,TRON,TRX,0.278379
9,Dogecoin,DOGE,0.093842
10,Figure Heloc,FIGR_HELOC,1.033
11,WhiteBIT Coin,WBT,52.87
12,Bitcoin Cash,BCH,515.9
13,Cardano,ADA,0.263844
14,USDS,USDS,0.999046
15,LEO Token,LEO,8.31
16,Hyperliquid,HYPE,31.72
17,Ethena USDe,USDE,0.998286
18,Canton,CC,0.162594
19,Monero,XMR,330.33
20,Chainlink,LINK,8.59
21,USD1,USD1,1.0
22,Stellar,XLM,0.158375
23,Dai,DAI,0.999326
24,Litecoin,LTC,53.2
25,Hedera,HBAR,0.089769
26,PayPal USD,PYUSD,0.999434
27,Avalanche,AVAX,8.86
28,Zcash,ZEC,231.23
29,Sui,SUI,0.946927
30,Shiba Inu,SHIB,5.99e-06
31,Toncoin,TON,1.36
32,Cronos,CRO,0.078587
33,Rain,RAIN,0.00898123
34,World Liberty Financial,WLFI,0.108385
35,Tether Gold,XAUT,4980.87
36,MemeCore,M,1.47
37,PAX Gold,PAXG,5013.48
38,Polkadot,DOT,1.3
39,Uniswap,UNI,3.37
40,Mantle,MNT,0.63554
41,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0
42,Bitget Token,BGB,2.57
43,Falcon USD,USDF,0.996578
44,Aave,AAVE,110.93
45,Circle USYC,USYC,1.11
46,OKB,OKB,74.99
47,Sky,SKY,0.067573
48,Pepe,PEPE,3.67e-06
49,Global Dollar,USDG,0.999647
50,Bittensor,TAO,159.66
51,HTX DAO,HTX,1.67e-06
52,Ripple USD,RLUSD,0.999804
53,Aster,ASTER,0.605072
54,BFUSD,BFUSD,0.998995
55,Internet Computer,ICP,2.39
56,Ethereum Classic,ETC,8.34
57,NEAR Protocol,NEAR,1.006
58,Pi Network,PI,0.141742
59,Pump.fun,PUMP,0.00204147
60,MYX Finance,MYX,6.26
61,Ondo,ONDO,0.244402
62,Gate,GT,6.89
63,KuCoin,KCS,8.31
64,Worldcoin,WLD,0.380396
65,USDD,USDD,0.999232
66,POL (ex-MATIC),POL,0.093499
67,Ethena,ENA,0.117683
68,Provenance Blockchain,HASH,0.0177032
69,Cosmos Hub,ATOM,1.93
70,Quant,QNT,65.11
71,Superstate Short Duration U.S. Government Securities Fund (USTB),USTB,10.98
72,USDtb,USDTB,0.999093
73,Kaspa,KAS,0.03203187
74,Midnight,NIGHT,0.051479
75,Algorand,ALGO,0.094264
76,Flare,FLR,0.00948074
77,Aptos,APT,1.038
78,NEXO,NEXO,0.790975
79,Official Trump,TRUMP,3.3
80,Janus Henderson Anemoy AAA CLO Fund,JAAA,1.026
81,XDC Network,XDC,0.03619175
82,OUSG,OUSG,114.22
83,Ondo US Dollar Yield,USDY,1.11
84,Spiko EU T-Bills Money Market Fund,EUTBL,1.24
85,Render,RENDER,1.32
86,Filecoin,FIL,0.909268
87,VeChain,VET,0.00782881
88,Arbitrum,ARB,0.111112
89,Beldex,BDX,0.080057
90,Morpho,MORPHO,1.11
91,Usual USD,USD0,0.995038
92,Janus Henderson Anemoy Treasury Fund,JTRSY,1.094
93,USDai,USDAI,0.999648
94,Bonk,BONK,6.09e-06
95,GHO,GHO,0.999837
96,Jupiter,JUP,0.154419
97,A7A5,A7A5,0.01275093
98,TrueUSD,TUSD,0.997755
99,Sei,SEI,0.07451
100,Fasttoken,FTN,1.089
