rank,name,symbol,price
1,Bitcoin,BTC,90007
2,Ethereum,ETH,3009.83
3,Tether,USDT,0.999259
4,BNB,BNB,893.14
5,XRP,XRP,1.96
6,USDC,USDC,0.999611
7,Solana,SOL,129.85
8,TRON,TRX,0.299653
9,Lido Staked Ether,STETH,3007.64
10,Dogecoin,DOGE,0.126857
11,Figure Heloc,FIGR_HELOC,1.033
12,Cardano,ADA,0.365524
13,Wrapped stETH,WSTETH,3685.85
14,Bitcoin Cash,BCH,597.97
15,WhiteBIT Coin,WBT,54.39
16,Wrapped Bitcoin,WBTC,89695
17,Wrapped Beacon ETH,WBETH,3277.1
18,Wrapped eETH,WEETH,3270.24
19,USDS,USDS,0.999615
20,Monero,XMR,509.71
21,Binance Bridged USDT (BNB Smart Chain),BSC-USD,0.9996
22,Chainlink,LINK,12.45
23,LEO Token,LEO,8.91
24,WETH,WETH,3009.54
25,Stellar,XLM,0.215609
26,Coinbase Wrapped BTC,CBBTC,89880
27,Ethena USDe,USDE,1.0
28,Zcash,ZEC,363.19
29,Sui,SUI,1.53
30,Canton,CC,0.15015
31,Avalanche,AVAX,12.46
32,Litecoin,LTC,68.92
33,Hyperliquid,HYPE,22.04
34,Hedera,HBAR,0.110868
35,World Liberty Financial,WLFI,0.172205
36,Shiba Inu,SHIB,7.94e-06
37,USDT0,USDT0,0.999567
38,Dai,DAI,0.99984
39,sUSDS,SUSDS,1.085
40,Toncoin,TON,1.58
41,Ethena Staked USDe,SUSDE,1.22
42,PayPal USD,PYUSD,0.999444
43,Cronos,CRO,0.092553
44,Polkadot,DOT,1.96
45,USD1,USD1,0.999075
46,Rain,RAIN,0.00932292
47,Uniswap,UNI,4.96
48,Mantle,MNT,0.892631
49,MemeCore,M,1.6
50,Bitget Token,BGB,3.66
51,Tether Gold,XAUT,4827.73
52,Aave,AAVE,160.06
53,Bittensor,TAO,245.34
54,OKB,OKB,104.04
55,Falcon USD,USDF,0.996813
56,Pepe,PEPE,5.14e-06
57,Internet Computer,ICP,3.71
58,NEAR Protocol,NEAR,1.55
59,PAX Gold,PAXG,4839.72
60,Jito Staked SOL,JITOSOL,163.1
61,Binance-Peg WETH,WETH,3010.91
62,Ethereum Classic,ETC,11.72
63,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0
64,Ondo,ONDO,0.344088
65,HTX DAO,HTX,1.78e-06
66,Global Dollar,USDG,0.999815
67,Circle USYC,USYC,1.11
68,Pump.fun,PUMP,0.0026602
69,Wrapped SOL,SOL,129.86
70,Pi Network,PI,0.18473
71,Jupiter Perpetuals Liquidity Provider Token,JLP,4.65
72,Kelp DAO Restaked ETH,RSETH,3195.35
73,Aster,ASTER,0.620438
74,Sky,SKY,0.065481
75,POL (ex-MATIC),POL,0.136025
76,KuCoin,KCS,10.78
77,Ethena,ENA,0.17862
78,Binance Staked SOL,BNSOL,142.36
79,Ripple USD,RLUSD,0.99963
80,Provenance Blockchain,HASH,0.02516084
81,Wrapped BNB,WBNB,892.53
82,Worldcoin,WLD,0.481368
83,BFUSD,BFUSD,0.998979
84,Binance Bridged USDC (BNB Smart Chain),USDC,0.999599
85,syrupUSDC,SYRUPUSDC,1.15
86,Rocket Pool ETH,RETH,3477.4
87,Aptos,APT,1.58
88,Quant,QNT,81.22
89,Cosmos Hub,ATOM,2.4
90,MYX Finance,MYX,6.03
91,Gate,GT,9.98
92,USDD,USDD,0.999507
93,Kaspa,KAS,0.04069364
94,Render,RENDER,2.1
95,Arbitrum,ARB,0.182289
96,Algorand,ALGO,0.119437
97,Filecoin,FIL,1.35
98,Function FBTC,FBTC,89499
99,Midnight,NIGHT,0.058953
100,Official Trump,TRUMP,4.87
