rank,name,symbol,price
1,Bitcoin,BTC,91873
2,Ethereum,ETH,3223.44
3,Tether,USDT,0.99925
4,XRP,XRP,2.25
5,BNB,BNB,913.2
6,Solana,SOL,137.7
7,USDC,USDC,0.999773
8,Lido Staked Ether,STETH,3223.22
9,TRON,TRX,0.295026
10,Dogecoin,DOGE,0.150021
11,Cardano,ADA,0.412971
12,Figure Heloc,FIGR_HELOC,1.034
13,Wrapped stETH,WSTETH,3947.3
14,Bitcoin Cash,BCH,630.94
15,WhiteBIT Coin,WBT,57.1
16,Wrapped Beacon ETH,WBETH,3511.36
17,Wrapped Bitcoin,WBTC,91613
18,Wrapped eETH,WEETH,3502.97
19,USDS,USDS,0.999487
20,Chainlink,LINK,13.69
21,Binance Bridged USDT (BNB Smart Chain),BSC-USD,0.999136
22,Monero,XMR,451.49
23,WETH,WETH,3226.43
24,LEO Token,LEO,9.01
25,Zcash,ZEC,487.47
26,Stellar,XLM,0.238829
27,Sui,SUI,1.92
28,Coinbase Wrapped BTC,CBBTC,91933
29,Hyperliquid,HYPE,27.31
30,Litecoin,LTC,83.2
31,Ethena USDe,USDE,0.998915
32,Avalanche,AVAX,14.46
33,Hedera,HBAR,0.126775
34,Shiba Inu,SHIB,9.09e-06
35,Canton,CC,0.132503
36,sUSDS,SUSDS,1.083
37,World Liberty Financial,WLFI,0.168422
38,USDT0,USDT0,0.998964
39,Toncoin,TON,1.86
40,Dai,DAI,0.999591
41,Cronos,CRO,0.106718
42,Uniswap,UNI,5.95
43,Polkadot,DOT,2.21
44,PayPal USD,PYUSD,0.999793
45,Ethena Staked USDe,SUSDE,1.21
46,Mantle,MNT,1.059
47,USD1,USD1,0.997516
48,Rain,RAIN,0.00901897
49,MemeCore,M,1.68
50,Pepe,PEPE,6.82e-06
51,Bittensor,TAO,278.61
52,Aave,AAVE,171.28
53,Bitget Token,BGB,3.56
54,OKB,OKB,113.1
55,Tether Gold,XAUT,4450.04
56,NEAR Protocol,NEAR,1.77
57,Falcon USD,USDF,0.996413
58,Ethereum Classic,ETC,13.09
59,Jito Staked SOL,JITOSOL,172.83
60,Ethena,ENA,0.2484
61,Binance-Peg WETH,WETH,3224.11
62,Internet Computer,ICP,3.31
63,Aster,ASTER,0.758748
64,Pi Network,PI,0.210638
65,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0
66,Worldcoin,WLD,0.625077
67,PAX Gold,PAXG,4470.69
68,Wrapped SOL,SOL,137.9
69,Jupiter Perpetuals Liquidity Provider Token,JLP,4.78
70,HTX DAO,HTX,1.68e-06
71,Global Dollar,USDG,0.99954
72,Circle USYC,USYC,1.11
73,KuCoin,KCS,11.56
74,syrupUSDC,SYRUPUSDC,1.15
75,Binance Staked SOL,BNSOL,150.58
76,Aptos,APT,1.93
77,Sky,SKY,0.062916
78,Pump.fun,PUMP,0.00244189
79,Provenance Blockchain,HASH,0.02669667
80,Ondo,ONDO,0.441152
81,POL (ex-MATIC),POL,0.128308
82,Ripple USD,RLUSD,0.999671
83,Kaspa,KAS,0.05017
84,Rocket Pool ETH,RETH,3725.6
85,Wrapped BNB,WBNB,913.87
86,BFUSD,BFUSD,0.999016
87,Midnight,NIGHT,0.077695
88,Binance Bridged USDC (BNB Smart Chain),USDC,0.999563
89,Arbitrum,ARB,0.217781
90,Algorand,ALGO,0.140899
91,Gate,GT,10.46
92,Render,RENDER,2.34
93,Cosmos Hub,ATOM,2.44
94,Kelp DAO Restaked ETH,RSETH,3422.95
95,Filecoin,FIL,1.57
96,Quant,QNT,77.17
97,Official Trump,TRUMP,5.47
98,VeChain,VET,0.01261198
99,Bonk,BONK,1.179e-05
100,Flare,FLR,0.01246023
