rank,name,symbol,price
1,Bitcoin,BTC,93377
2,Ethereum,ETH,3195.73
3,Tether,USDT,1.0
4,XRP,XRP,2.17
5,BNB,BNB,910.36
6,Solana,SOL,143.6
7,USDC,USDC,0.999897
8,Lido Staked Ether,STETH,3193.54
9,TRON,TRX,0.28029
10,Dogecoin,DOGE,0.149976
11,Cardano,ADA,0.449177
12,Figure Heloc,FIGR_HELOC,1.002
13,WhiteBIT Coin,WBT,62.56
14,Wrapped stETH,WSTETH,3898.02
15,Wrapped Bitcoin,WBTC,93417
16,Bitcoin Cash,BCH,584.01
17,Wrapped Beacon ETH,WBETH,3462.8
18,Chainlink,LINK,14.65
19,USDS,USDS,0.999249
20,Hyperliquid,HYPE,34.88
21,Binance Bridged USDT (BNB Smart Chain),BSC-USD,1.0
22,LEO Token,LEO,9.74
23,WETH,WETH,3194.44
24,Stellar,XLM,0.254491
25,Wrapped eETH,WEETH,3457.72
26,Monero,XMR,405.0
27,Ethena USDe,USDE,0.9994
28,Coinbase Wrapped BTC,CBBTC,93446
29,Litecoin,LTC,84.98
30,Avalanche,AVAX,14.73
31,Sui,SUI,1.68
32,Hedera,HBAR,0.142223
33,Zcash,ZEC,363.95
34,Shiba Inu,SHIB,8.81e-06
35,Dai,DAI,0.999466
36,World Liberty Financial,WLFI,0.159178
37,sUSDS,SUSDS,1.079
38,Cronos,CRO,0.109021
39,Toncoin,TON,1.63
40,Polkadot,DOT,2.34
41,Uniswap,UNI,6.09
42,PayPal USD,PYUSD,0.999482
43,USDT0,USDT0,0.999961
44,Ethena Staked USDe,SUSDE,1.21
45,Mantle,MNT,1.09
46,Bittensor,TAO,311.13
47,Aave,AAVE,193.73
48,Canton,CC,0.077473
49,USD1,USD1,0.998949
50,Bitget Token,BGB,3.58
51,NEAR Protocol,NEAR,1.89
52,MemeCore,M,1.33
53,OKB,OKB,106.86
54,Falcon USD,USDF,0.99861
55,Tether Gold,XAUT,4193.33
56,Ethereum Classic,ETC,14.04
57,Ethena,ENA,0.290381
58,Aster,ASTER,1.048
59,Internet Computer,ICP,3.83
60,Pepe,PEPE,4.85e-06
61,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0
62,Jito Staked SOL,JITOSOL,178.97
63,Rain,RAIN,0.00814911
64,Binance-Peg WETH,WETH,3194.97
65,Pi Network,PI,0.231172
66,Pump.fun,PUMP,0.00322571
67,Wrapped SOL,SOL,143.64
68,Jupiter Perpetuals Liquidity Provider Token,JLP,4.83
69,Ondo,ONDO,0.507032
70,HTX DAO,HTX,1.69e-06
71,Kaspa,KAS,0.056742
72,Worldcoin,WLD,0.639101
73,Aptos,APT,2.0
74,syrupUSDC,SYRUPUSDC,1.14
75,PAX Gold,PAXG,4195.52
76,KuCoin,KCS,10.88
77,Quant,QNT,94.64
78,POL (ex-MATIC),POL,0.128211
79,Rocket Pool ETH,RETH,3670.38
80,BFUSD,BFUSD,0.999338
81,Sky,SKY,0.057136
82,Binance Bridged USDC (BNB Smart Chain),USDC,0.999772
83,Ripple USD,RLUSD,0.999348
84,Global Dollar,USDG,0.999849
85,Arbitrum,ARB,0.223795
86,Wrapped BNB,WBNB,910.23
87,Algorand,ALGO,0.140886
88,Gate,GT,10.5
89,Official Trump,TRUMP,6.06
90,Circle USYC,USYC,1.11
91,Binance Staked SOL,BNSOL,155.74
92,syrupUSDT,SYRUPUSDT,1.11
93,Filecoin,FIL,1.61
94,VeChain,VET,0.01348592
95,Kelp DAO Restaked ETH,RSETH,3383.47
96,Cosmos Hub,ATOM,2.36
97,Provenance Blockchain,HASH,0.02192993
98,Flare,FLR,0.01364334
99,Function FBTC,FBTC,92971
100,Liquid Staked ETH,LSETH,3410.94
