rank,name,symbol,price
1,Bitcoin,BTC,89864
2,Ethereum,ETH,3146.46
3,Tether,USDT,1.0
4,BNB,BNB,890.24
5,XRP,XRP,2.0
6,USDC,USDC,0.999865
7,Solana,SOL,132.53
8,Lido Staked Ether,STETH,3145.55
9,TRON,TRX,0.281309
10,Dogecoin,DOGE,0.136971
11,Cardano,ADA,0.402787
12,Figure Heloc,FIGR_HELOC,1.0
13,WhiteBIT Coin,WBT,60.19
14,Wrapped stETH,WSTETH,3841.79
15,Bitcoin Cash,BCH,566.78
16,Wrapped Bitcoin,WBTC,89748
17,Wrapped Beacon ETH,WBETH,3413.2
18,USDS,USDS,0.999742
19,Chainlink,LINK,13.63
20,Wrapped eETH,WEETH,3408.19
21,Binance Bridged USDT (BNB Smart Chain),BSC-USD,1.0
22,LEO Token,LEO,9.28
23,WETH,WETH,3145.11
24,Hyperliquid,HYPE,29.35
25,Monero,XMR,410.75
26,Stellar,XLM,0.231105
27,Zcash,ZEC,406.95
28,Coinbase Wrapped BTC,CBBTC,89846
29,Ethena USDe,USDE,0.999066
30,Litecoin,LTC,81.14
31,Sui,SUI,1.57
32,Avalanche,AVAX,13.21
33,Hedera,HBAR,0.119242
34,Shiba Inu,SHIB,8.16e-06
35,sUSDS,SUSDS,1.078
36,USDT0,USDT0,0.999921
37,Dai,DAI,0.999692
38,Mantle,MNT,1.27
39,PayPal USD,PYUSD,0.999635
40,Toncoin,TON,1.57
41,World Liberty Financial,WLFI,0.139118
42,Cronos,CRO,0.097435
43,Ethena Staked USDe,SUSDE,1.21
44,Uniswap,UNI,5.4
45,Polkadot,DOT,2.0
46,Aave,AAVE,194.34
47,MemeCore,M,1.68
48,USD1,USD1,0.99927
49,Rain,RAIN,0.00801495
50,Bittensor,TAO,283.12
51,Canton,CC,0.071869
52,Bitget Token,BGB,3.58
53,OKB,OKB,110.67
54,Tether Gold,XAUT,4342.37
55,Falcon USD,USDF,0.999243
56,Aster,ASTER,0.93492
57,NEAR Protocol,NEAR,1.62
58,Ethereum Classic,ETC,13.05
59,Binance-Peg WETH,WETH,3145.58
60,Jito Staked SOL,JITOSOL,165.51
61,Ethena,ENA,0.237681
62,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0
63,Pepe,PEPE,4.31e-06
64,Internet Computer,ICP,3.19
65,Pi Network,PI,0.205729
66,Wrapped SOL,SOL,132.55
67,Jupiter Perpetuals Liquidity Provider Token,JLP,4.66
68,syrupUSDC,SYRUPUSDC,1.14
69,Pump.fun,PUMP,0.00268465
70,Provenance Blockchain,HASH,0.03001285
71,HTX DAO,HTX,1.66e-06
72,PAX Gold,PAXG,4359.98
73,Global Dollar,USDG,0.999707
74,Ondo,ONDO,0.449089
75,Worldcoin,WLD,0.578733
76,KuCoin,KCS,10.67
77,Circle USYC,USYC,1.11
78,syrupUSDT,SYRUPUSDT,1.11
79,BFUSD,BFUSD,0.999401
80,Rocket Pool ETH,RETH,3616.81
81,Ripple USD,RLUSD,0.999496
82,Sky,SKY,0.057167
83,Binance Bridged USDC (BNB Smart Chain),USDC,0.99984
84,POL (ex-MATIC),POL,0.120136
85,Aptos,APT,1.65
86,Gate,GT,10.53
87,Kaspa,KAS,0.04475375
88,Wrapped BNB,WBNB,890.33
89,Arbitrum,ARB,0.208815
90,Binance Staked SOL,BNSOL,144.16
91,Kelp DAO Restaked ETH,RSETH,3332.05
92,Quant,QNT,77.81
93,Official Trump,TRUMP,5.47
94,Algorand,ALGO,0.120364
95,Midnight,NIGHT,0.063822
96,Liquid Staked ETH,LSETH,3365.4
97,Function FBTC,FBTC,89817
98,Cosmos Hub,ATOM,2.15
99,Lombard Staked BTC,LBTC,89868
100,Solv Protocol BTC,SOLVBTC,89564
