rank,name,symbol,price
1,Bitcoin,BTC,69964
2,Ethereum,ETH,2054.69
3,Tether,USDT,0.999922
4,BNB,BNB,649.58
5,XRP,XRP,1.38
6,USDC,USDC,0.999982
7,Solana,SOL,86.06
8,TRON,TRX,0.290035
9,Figure Heloc,FIGR_HELOC,1.027
10,Dogecoin,DOGE,0.093055
11,WhiteBIT Coin,WBT,55.38
12,USDS,USDS,1.0
13,Cardano,ADA,0.261789
14,Bitcoin Cash,BCH,455.93
15,Hyperliquid,HYPE,37.53
16,LEO Token,LEO,9.08
17,Monero,XMR,354.95
18,Chainlink,LINK,9.0
19,Ethena USDe,USDE,0.999485
20,Canton,CC,0.15008
21,Stellar,XLM,0.159303
22,USD1,USD1,0.999364
23,Rain,RAIN,0.00906253
24,Dai,DAI,0.999969
25,Litecoin,LTC,54.42
26,Avalanche,AVAX,9.59
27,Hedera,HBAR,0.094552
28,PayPal USD,PYUSD,1.0
29,Sui,SUI,0.977558
30,Zcash,ZEC,210.39
31,Shiba Inu,SHIB,5.83e-06
32,Toncoin,TON,1.34
33,Cronos,CRO,0.075944
34,Tether Gold,XAUT,5145.1
35,World Liberty Financial,WLFI,0.100656
36,PAX Gold,PAXG,5183.01
37,MemeCore,M,1.46
38,Polkadot,DOT,1.52
39,Uniswap,UNI,3.91
40,Pi Network,PI,0.240178
41,Mantle,MNT,0.707498
42,Circle USYC,USYC,1.12
43,OKB,OKB,95.28
44,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0
45,Bittensor,TAO,206.17
46,Sky,SKY,0.080548
47,Global Dollar,USDG,0.999942
48,Falcon USD,USDF,0.997304
49,Aster,ASTER,0.706291
50,NEAR Protocol,NEAR,1.33
51,Aave,AAVE,109.46
52,Ripple USD,RLUSD,0.999751
53,Bitget Token,BGB,2.16
54,HTX DAO,HTX,1.6e-06
55,Internet Computer,ICP,2.57
56,Pepe,PEPE,3.29e-06
57,BFUSD,BFUSD,0.999398
58,Ondo US Dollar Yield,USDY,1.12
59,Ethereum Classic,ETC,8.23
60,Ondo,ONDO,0.254607
61,Pump.fun,PUMP,0.00204078
62,Gate,GT,7.03
63,Morpho,MORPHO,1.95
64,Superstate Short Duration U.S. Government Securities Fund (USTB),USTB,11.02
65,KuCoin,KCS,8.0
66,POL (ex-MATIC),POL,0.098774
67,Worldcoin,WLD,0.353908
68,Spiko EU T-Bills Money Market Fund,EUTBL,1.21
69,Quant,QNT,63.1
70,Cosmos Hub,ATOM,1.83
71,NEXO,NEXO,0.896106
72,Ethena,ENA,0.104664
73,USDtb,USDTB,1.0
74,Kaspa,KAS,0.03041447
75,Render,RENDER,1.57
76,Provenance Blockchain,HASH,0.01405308
77,Midnight,NIGHT,0.04659542
78,Algorand,ALGO,0.08626
79,Flare,FLR,0.00898607
80,USDD,USDD,0.999964
81,OUSG,OUSG,114.56
82,Aptos,APT,0.93057
83,Official Trump,TRUMP,2.85
84,Filecoin,FIL,0.870485
85,XDC Network,XDC,0.03293013
86,Janus Henderson Anemoy Treasury Fund,JTRSY,1.097
87,Beldex,BDX,0.080674
88,VeChain,VET,0.00707097
89,​​Stable,STABLE,0.02901633
90,YLDS,YLDS,0.999916
91,Arbitrum,ARB,0.099436
92,GHO,GHO,1.0
93,Jupiter,JUP,0.163574
94,Usual USD,USD0,0.998982
95,Bonk,BONK,5.9e-06
96,A7A5,A7A5,0.01265562
97,TrueUSD,TUSD,0.999912
98,Decred,DCR,27.54
99,JUST,JST,0.053617
100,Fasttoken,FTN,1.089
