rank,name,symbol,price
1,Bitcoin,BTC,77255
2,Ethereum,ETH,2124.61
3,Tether,USDT,0.998877
4,BNB,BNB,656.11
5,XRP,XRP,1.36
6,USDC,USDC,0.999681
7,Solana,SOL,86.9
8,TRON,TRX,0.364709
9,Figure Heloc,FIGR_HELOC,1.026
10,Dogecoin,DOGE,0.105612
11,Hyperliquid,HYPE,59.87
12,USDS,USDS,0.999638
13,Zcash,ZEC,638.69
14,Cardano,ADA,0.251225
15,LEO Token,LEO,9.98
16,WhiteBIT Coin,WBT,56.92
17,Bitcoin Cash,BCH,377.72
18,Monero,XMR,387.8
19,Chainlink,LINK,9.82
20,Canton,CC,0.153627
21,Toncoin,TON,1.99
22,Stellar,XLM,0.148298
23,USD1,USD1,0.999457
24,Ethena USDe,USDE,0.999073
25,Sui,SUI,1.1
26,Dai,DAI,0.999699
27,Litecoin,LTC,54.0
28,Avalanche,AVAX,9.48
29,Hedera,HBAR,0.090401
30,MemeCore,M,2.87
31,PayPal USD,PYUSD,0.999733
32,Rain,RAIN,0.00749032
33,Shiba Inu,SHIB,5.84e-06
34,Cronos,CRO,0.069444
35,Circle USYC,USYC,1.12
36,NEAR Protocol,NEAR,2.21
37,Bittensor,TAO,285.85
38,Global Dollar,USDG,0.999886
39,Tether Gold,XAUT,4509.34
40,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0
41,Uniswap,UNI,3.61
42,Polkadot,DOT,1.33
43,Mantle,MNT,0.668246
44,Ondo US Dollar Yield,USDY,1.13
45,PAX Gold,PAXG,4509.19
46,Ondo,ONDO,0.423872
47,World Liberty Financial,WLFI,0.060374
48,HTX DAO,HTX,2.03e-06
49,Aster,ASTER,0.690757
50,Falcon USD,USDF,0.997614
51,Ripple USD,RLUSD,1.0
52,OKB,OKB,82.02
53,Sky,SKY,0.070741
54,Pi Network,PI,0.153857
55,Pepe,PEPE,3.78e-06
56,USDD,USDD,0.999266
57,Internet Computer,ICP,2.65
58,Ethereum Classic,ETC,9.31
59,Bitget Token,BGB,1.99
60,Aave,AAVE,88.18
61,BFUSD,BFUSD,0.9986
62,Morpho,MORPHO,2.02
63,Quant,QNT,78.44
64,Cosmos Hub,ATOM,2.18
65,USDtb,USDTB,0.99887
66,KuCoin,KCS,7.99
67,Algorand,ALGO,0.118232
68,Spiko EU T-Bills Money Market Fund,EUTBL,1.22
69,Render,RENDER,2.02
70,United Stables,U,0.999751
71,Worldcoin,WLD,0.290418
72,POL (ex-MATIC),POL,0.092117
73,Superstate Short Duration U.S. Government Securities Fund (USTB),USTB,11.09
74,Ethena,ENA,0.107198
75,Janus Henderson Anemoy Treasury Fund,JTRSY,1.1
76,Blockchain Capital,BCAP,105.74
77,Kaspa,KAS,0.03494908
78,NEXO,NEXO,0.863545
79,Venice Token,VVV,18.53
80,Aptos,APT,0.986585
81,Filecoin,FIL,1.02
82,JUST,JST,0.093094
83,Gate,GT,7.05
84,​​Stable,STABLE,0.03187193
85,Flare,FLR,0.00839546
86,Jupiter,JUP,0.217017
87,Arbitrum,ARB,0.113184
88,XDC Network,XDC,0.03452783
89,DeXe,DEXE,13.72
90,Pump.fun,PUMP,0.00181159
91,Beldex,BDX,0.079571
92,Pudgy Penguins,PENGU,0.00953257
93,GHO,GHO,0.99883
94,VeChain,VET,0.00673022
95,Dash,DASH,45.46
96,Provenance Blockchain,HASH,0.0105018
97,OUSG,OUSG,115.32
98,Usual USD,USD0,0.998484
99,Bonk,BONK,6.26e-06
100,Injective,INJ,5.34
