rank,name,symbol,price
1,Bitcoin,BTC,112120
2,Ethereum,ETH,4127.36
3,Tether,USDT,1.0
4,XRP,XRP,2.88
5,BNB,BNB,1005.1
6,Solana,SOL,208.93
7,USDC,USDC,0.999713
8,Lido Staked Ether,STETH,4126.07
9,Dogecoin,DOGE,0.232677
10,TRON,TRX,0.333979
11,Cardano,ADA,0.800526
12,Wrapped stETH,WSTETH,5013.48
13,Wrapped Beacon ETH,WBETH,4451.21
14,Chainlink,LINK,21.36
15,Ethena USDe,USDE,1.001
16,Wrapped Bitcoin,WBTC,112102
17,Hyperliquid,HYPE,48.05
18,Figure Heloc,FIGR_HELOC,1.0
19,Avalanche,AVAX,29.89
20,Sui,SUI,3.32
21,Stellar,XLM,0.370069
22,Bitcoin Cash,BCH,554.17
23,Wrapped eETH,WEETH,4443.57
24,WETH,WETH,4127.01
25,Hedera,HBAR,0.216031
26,LEO Token,LEO,9.63
27,Litecoin,LTC,106.38
28,Binance Bridged USDT (BNB Smart Chain),BSC-USD,0.9992
29,USDS,USDS,0.999658
30,USDT0,USDT0,1.0
31,Shiba Inu,SHIB,1.193e-05
32,Coinbase Wrapped BTC,CBBTC,112069
33,Toncoin,TON,2.7
34,Cronos,CRO,0.191046
35,Mantle,MNT,1.87
36,Polkadot,DOT,4.0
37,Ethena Staked USDe,SUSDE,1.2
38,WhiteBIT Coin,WBT,41.5
39,World Liberty Financial,WLFI,0.215325
40,Monero,XMR,289.46
41,Uniswap,UNI,7.73
42,Dai,DAI,0.99863
43,Aave,AAVE,275.25
44,OKB,OKB,192.52
45,Ethena,ENA,0.582088
46,Pepe,PEPE,9.35e-06
47,MemeCore,M,2.31
48,Bitget Token,BGB,5.21
49,NEAR Protocol,NEAR,2.8
50,Aster,ASTER,1.96
51,Jito Staked SOL,JITOSOL,257.73
52,Story,IP,9.75
53,Aptos,APT,4.3
54,Bittensor,TAO,304.76
55,MYX Finance,MYX,15.16
56,Ethereum Classic,ETC,18.46
57,Ondo,ONDO,0.891261
58,Worldcoin,WLD,1.31
59,USD1,USD1,0.99961
60,Binance Staked SOL,BNSOL,224.73
61,Binance-Peg WETH,WETH,4123.75
62,Plasma,XPL,1.34
63,POL (ex-MATIC),POL,0.229338
64,PayPal USD,PYUSD,0.999496
65,Internet Computer,ICP,4.27
66,Arbitrum,ARB,0.422534
67,Jupiter Perpetuals Liquidity Provider Token,JLP,5.59
68,Pi Network,PI,0.266846
69,sUSDS,SUSDS,1.068
70,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0
71,Kaspa,KAS,0.077248
72,Pump.fun,PUMP,0.00566573
73,Falcon USD,USDF,0.995652
74,Gate,GT,16.52
75,Cosmos Hub,ATOM,4.15
76,KuCoin,KCS,15.2
77,Provenance Blockchain,HASH,0.03847434
78,Kinetiq Staked HYPE,KHYPE,48.1
79,VeChain,VET,0.02209969
80,Flare,FLR,0.02550263
81,Kelp DAO Restaked ETH,RSETH,4351.58
82,Rocket Pool ETH,RETH,4722.22
83,USDtb,USDTB,0.999658
84,Algorand,ALGO,0.207578
85,Pudgy Penguins,PENGU,0.02832754
86,Render,RENDER,3.43
87,Sei,SEI,0.28304
88,BFUSD,BFUSD,0.998878
89,Sky,SKY,0.067703
90,StakeWise Staked ETH,OSETH,4349.36
91,Official Trump,TRUMP,7.63
92,Filecoin,FIL,2.19
93,Immutable,IMX,0.777162
94,Quant,QNT,102.9
95,Artificial Superintelligence Alliance,FET,0.57135
96,Liquid Staked ETH,LSETH,4455.2
97,Bonk,BONK,1.912e-05
98,Tether Gold,XAUT,3831.57
99,Jupiter,JUP,0.447171
100,Renzo Restaked ETH,EZETH,4370.65
