rank,name,symbol,price
1,Bitcoin,BTC,121552
2,Ethereum,ETH,4337.26
3,Tether,USDT,1.0
4,BNB,BNB,1260.95
5,XRP,XRP,2.82
6,Solana,SOL,219.59
7,USDC,USDC,0.99971
8,Dogecoin,DOGE,0.248629
9,Lido Staked Ether,STETH,4337.94
10,TRON,TRX,0.335322
11,Cardano,ADA,0.815008
12,Wrapped stETH,WSTETH,5276.44
13,Wrapped Bitcoin,WBTC,121453
14,Chainlink,LINK,22.52
15,Wrapped Beacon ETH,WBETH,4680.5
16,Ethena USDe,USDE,0.999646
17,Figure Heloc,FIGR_HELOC,1.03
18,Sui,SUI,3.45
19,Stellar,XLM,0.382427
20,Avalanche,AVAX,28.32
21,Hyperliquid,HYPE,44.38
22,Bitcoin Cash,BCH,591.42
23,Wrapped eETH,WEETH,4678.16
24,WETH,WETH,4339.77
25,Litecoin,LTC,129.09
26,Hedera,HBAR,0.214054
27,LEO Token,LEO,9.54
28,Binance Bridged USDT (BNB Smart Chain),BSC-USD,0.999832
29,Coinbase Wrapped BTC,CBBTC,121587
30,USDS,USDS,1.0
31,Mantle,MNT,2.25
32,Shiba Inu,SHIB,1.198e-05
33,Toncoin,TON,2.71
34,USDT0,USDT0,1.0
35,Cronos,CRO,0.191071
36,WhiteBIT Coin,WBT,43.42
37,Polkadot,DOT,4.1
38,Monero,XMR,337.69
39,Ethena Staked USDe,SUSDE,1.2
40,Uniswap,UNI,8.16
41,World Liberty Financial,WLFI,0.176202
42,Dai,DAI,0.9986
43,OKB,OKB,205.79
44,Aave,AAVE,275.16
45,Bitget Token,BGB,5.64
46,Ethena,ENA,0.549388
47,Pepe,PEPE,9.25e-06
48,Zcash,ZEC,231.11
49,NEAR Protocol,NEAR,3.02
50,Bittensor,TAO,369.91
51,MemeCore,M,2.08
52,Aptos,APT,4.93
53,Jito Staked SOL,JITOSOL,271.44
54,Ethereum Classic,ETC,19.88
55,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0
56,Ondo,ONDO,0.882798
57,Aster,ASTER,1.61
58,Story,IP,8.69
59,Worldcoin,WLD,1.25
60,USD1,USD1,0.999506
61,Binance Staked SOL,BNSOL,235.78
62,Binance-Peg WETH,WETH,4334.8
63,Currency One USD,C1USD,0.999175
64,PayPal USD,PYUSD,1.0
65,POL (ex-MATIC),POL,0.237011
66,Jupiter Perpetuals Liquidity Provider Token,JLP,5.78
67,Internet Computer,ICP,4.37
68,sUSDS,SUSDS,1.075
69,Arbitrum,ARB,0.424935
70,HTX DAO,HTX,2.16e-06
71,KuCoin,KCS,15.48
72,Kaspa,KAS,0.074331
73,Pi Network,PI,0.236084
74,Rocket Pool ETH,RETH,4969.91
75,Gate,GT,16.25
76,Algorand,ALGO,0.2201
77,Pump.fun,PUMP,0.00543953
78,Cosmos Hub,ATOM,4.06
79,Pudgy Penguins,PENGU,0.03042206
80,VeChain,VET,0.02215814
81,USDtb,USDTB,0.999812
82,Kelp DAO Restaked ETH,RSETH,4578.12
83,Sei,SEI,0.284382
84,Kinetiq Staked HYPE,KHYPE,44.51
85,Provenance Blockchain,HASH,0.03411323
86,BFUSD,BFUSD,0.99977
87,Flare,FLR,0.02233844
88,Render,RENDER,3.25
89,Filecoin,FIL,2.37
90,StakeWise Staked ETH,OSETH,4576.65
91,Wrapped BNB,WBNB,1262.16
92,Sky,SKY,0.06787
93,Liquid Staked ETH,LSETH,4686.6
94,Falcon USD,USDF,0.995558
95,Official Trump,TRUMP,7.51
96,Tether Gold,XAUT,4000.93
97,Bonk,BONK,1.904e-05
98,Lombard Staked BTC,LBTC,121531
99,Quant,QNT,100.2
100,Renzo Restaked ETH,EZETH,4601.37
